iter	Passed	Remaining
1719	3727	11200
1720	3730	11201
1721	3733	11199
1722	3735	11197
1723	3739	11200
1724	3742	11200
1725	3744	11199
1726	3747	11197
1727	3749	11195
1728	3752	11195
1729	3754	11194
1730	3756	11191
1731	3758	11189
1732	3761	11187
1733	3763	11186
1734	3766	11186
1735	3768	11184
1736	3770	11181
1737	3772	11178
1738	3774	11174
1739	3775	11171
1740	3778	11169
1741	3779	11165
1742	3782	11164
1743	3784	11161
1744	3786	11160
1745	3788	11158
1746	3790	11154
1747	3792	11151
1748	3794	11148
1749	3795	11144
1750	3798	11143
1751	3800	11140
1752	3802	11137
1753	3803	11134
1754	3805	11131
1755	3808	11129
1756	3810	11127
1757	3812	11125
1758	3814	11123
1759	3816	11119
1760	3818	11116
1761	3820	11113
1762	3821	11109
1763	3823	11107
1764	3825	11104
1765	3827	11102
1766	3829	11099
1767	3831	11097
1768	3834	11095
1769	3836	11092
1770	3837	11088
1771	3839	11085
1772	3841	11082
1773	3843	11079
1774	3845	11077
1775	3847	11075
1776	3850	11074
1777	3852	11071
1778	3853	11067
1779	3855	11064
1780	3857	11061
1781	3859	11058
1782	3861	11056
1783	3863	11053
1784	3865	11051
1785	3867	11048
1786	3869	11046
1787	3871	11043
1788	3873	11040
1789	3875	11037
1790	3877	11035
1791	3879	11032
1792	3881	11030
1793	3883	11027
1794	3885	11024
1795	3887	11020
1796	3889	11018
1797	3891	11016
1798	3893	11013
1799	3895	11010
1800	3897	11007
1801	3899	11007
1802	3902	11005
1803	3907	11013
1804	3914	11023
1805	3916	11021
1806	3919	11020
1807	3921	11019
1808	3925	11021
1809	3928	11020
1810	3931	11022
1811	3935	11024
1812	3938	11025
1813	3941	11023
1814	3943	11021
1815	3945	11020
1816	3947	11017
1817	3949	11015
1818	3951	11012
1819	3955	11013
1820	3958	11013
1821	3960	11011
1822	3962	11010
1823	3964	11007
1824	3966	11004
1825	3969	11003
1826	3971	11000
1827	3973	10998
1828	3975	10995
1829	3977	10994
1830	3980	10993
1831	3982	10992
1832	3985	10989
1833	3986	10986
1834	3988	10983
1835	3990	10980
1836	3992	10976
1837	3993	10973
1838	3995	10970
1839	3997	10967
1840	3999	10963
1841	4001	10960
1842	4003	10958
1843	4004	10954
1844	4006	10951
1845	4008	10948
1846	4009	10944
1847	4011	10940
1848	4013	10937
1849	4015	10934
1850	4017	10932
1851	4018	10928
1852	4021	10928
1853	4023	10925
1854	4025	10921
1855	4027	10918
1856	4029	10915
1857	4031	10915
1858	4033	10911
1859	4035	10908
1860	4037	10905
1861	4038	10901
1862	4040	10898
1863	4042	10896
1864	4045	10894
1865	4046	10891
1866	4048	10888
1867	4050	10885
1868	4052	10882
1869	4053	10878
1870	4055	10875
1871	4057	10871
1872	4059	10868
1873	4061	10865
1874	4062	10862
1875	4064	10859
1876	4066	10857
1877	4068	10854
1878	4070	10850
1879	4071	10846
1880	4073	10843
1881	4075	10841
1882	4077	10838
1883	4079	10835
1884	4081	10832
1885	4083	10829
1886	4085	10826
1887	4086	10823
1888	4088	10819
1889	4090	10816
1890	4092	10814
1891	4094	10811
1892	4096	10808
1893	4097	10804
1894	4099	10801
1895	4100	10797
1896	4102	10793
1897	4104	10790
1898	4106	10787
1899	4107	10784
1900	4109	10780
1901	4111	10776
1902	4112	10773
1903	4114	10769
1904	4116	10766
1905	4117	10763
1906	4120	10762
1907	4123	10761
1908	4125	10760
1909	4128	10759
1910	4131	10760
1911	4135	10761
1912	4137	10761
1913	4141	10761
1914	4143	10759
1915	4148	10764
1916	4150	10763
1917	4153	10762
1918	4155	10760
1919	4157	10757
1920	4159	10754
1921	4161	10753
1922	4163	10750
1923	4166	10748
1924	4168	10747
1925	4170	10744
1926	4172	10742
1927	4174	10739
1928	4176	10737
1929	4178	10735
1930	4182	10736
1931	4185	10736
1932	4189	10738
1933	4191	10735
1934	4192	10732
1935	4194	10730
1936	4196	10726
1937	4198	10724
1938	4200	10720
1939	4202	10717
1940	4203	10714
1941	4205	10710
1942	4207	10707
1943	4209	10706
1944	4211	10703
1945	4214	10703
1946	4216	10700
1947	4218	10697
1948	4220	10693
1949	4221	10690
1950	4223	10687
1951	4225	10684
1952	4226	10680
1953	4228	10677
1954	4230	10673
1955	4231	10670
1956	4233	10667
1957	4235	10664
1958	4237	10661
1959	4239	10658
1960	4241	10655
1961	4243	10653
1962	4245	10650
1963	4247	10648
1964	4249	10645
1965	4250	10642
1966	4252	10639
1967	4254	10636
1968	4256	10633
1969	4259	10632
1970	4261	10630
1971	4263	10627
1972	4264	10624
1973	4266	10621
1974	4268	10618
1975	4270	10616
1976	4272	10613
1977	4274	10611
1978	4276	10609
1979	4278	10606
1980	4280	10602
1981	4282	10600
1982	4284	10597
1983	4286	10594
1984	4287	10591
1985	4290	10589
1986	4292	10588
1987	4294	10585
1988	4296	10582
1989	4298	10579
1990	4300	10576
1991	4302	10573
1992	4304	10571
1993	4306	10569
1994	4308	10566
1995	4310	10565
1996	4313	10565
1997	4316	10563
1998	4317	10560
1999	4320	10560
2000	4322	10557
2001	4325	10556
2002	4328	10556
2003	4330	10554
2004	4334	10556
2005	4337	10556
2006	4340	10555
2007	4342	10552
2008	4344	10549
2009	4345	10547
2010	4347	10543
2011	4349	10540
2012	4351	10538
2013	4354	10537
2014	4356	10535
2015	4358	10532
2016	4360	10529
2017	4362	10527
2018	4364	10525
2019	4366	10523
2020	4370	10523
2021	4372	10521
2022	4374	10519
2023	4376	10516
2024	4378	10515
2025	4380	10513
2026	4382	10510
2027	4385	10509
2028	4387	10506
2029	4389	10503
2030	4390	10500
2031	4393	10499
2032	4395	10497
2033	4398	10497
2034	4400	10494
2035	4402	10491
2036	4404	10488
2037	4406	10486
2038	4408	10483
2039	4410	10480
2040	4412	10477
2041	4414	10476
2042	4416	10474
2043	4418	10472
2044	4420	10469
2045	4422	10466
2046	4424	10463
2047	4426	10460
2048	4428	10458
2049	4430	10456
2050	4432	10454
2051	4436	10455
2052	4438	10453
2053	4440	10451
2054	4442	10448
2055	4445	10448
2056	4447	10445
2057	4449	10442
2058	4451	10440
2059	4453	10437
2060	4455	10435
2061	4458	10434
2062	4461	10434
2063	4463	10432
2064	4466	10430
2065	4468	10428
2066	4470	10426
2067	4472	10424
2068	4475	10425
2069	4478	10423
2070	4480	10420
2071	4481	10417
2072	4484	10415
2073	4486	10414
2074	4489	10412
2075	4491	10411
2076	4493	10409
2077	4496	10408
2078	4499	10406
2079	4501	10405
2080	4504	10404
2081	4506	10401
2082	4508	10400
2083	4510	10397
2084	4512	10395
2085	4514	10392
2086	4516	10390
2087	4518	10387
2088	4522	10388
2089	4524	10386
2090	4526	10384
2091	4528	10381
2092	4531	10380
2093	4532	10377
2094	4535	10375
2095	4537	10374
2096	4539	10372
2097	4541	10369
2098	4545	10371
2099	4547	10369
2100	4550	10367
2101	4552	10365
2102	4554	10363
2103	4556	10360
2104	4558	10358
2105	4560	10356
2106	4562	10353
2107	4565	10351
2108	4568	10351
2109	4570	10349
2110	4572	10347
2111	4574	10344
2112	4577	10343
2113	4579	10342
2114	4581	10339
2115	4584	10338
2116	4586	10336
2117	4588	10334
2118	4590	10331
2119	4592	10328
2120	4594	10325
2121	4596	10323
2122	4598	10320
2123	4600	10318
2124	4602	10315
2125	4604	10313
2126	4606	10310
2127	4608	10308
2128	4610	10306
2129	4612	10303
2130	4615	10302
2131	4617	10299
2132	4618	10296
2133	4620	10293
2134	4622	10290
2135	4624	10288
2136	4626	10285
2137	4628	10282
2138	4630	10280
2139	4632	10278
2140	4634	10276
2141	4636	10273
2142	4638	10271
2143	4640	10268
2144	4642	10266
2145	4646	10267
2146	4649	10266
2147	4651	10265
2148	4654	10264
2149	4656	10262
2150	4659	10260
2151	4663	10262
2152	4666	10261
2153	4670	10263
2154	4673	10264
2155	4677	10266
2156	4681	10268
2157	4685	10269
2158	4688	10268
2159	4699	10287
2160	4704	10291
2161	4709	10294
2162	4712	10294
2163	4715	10294
2164	4720	10296
2165	4726	10304
2166	4730	10305
2167	4734	10307
2168	4738	10309
2169	4745	10317
2170	4748	10316
2171	4751	10316
2172	4756	10320
2173	4759	10320
2174	4761	10318
2175	4765	10320
2176	4768	10319
2177	4773	10322
2178	4775	10320
2179	4778	10319
2180	4781	10318
2181	4784	10317
2182	4788	10319
2183	4790	10318
2184	4792	10315
2185	4794	10313
2186	4796	10310
2187	4799	10310
2188	4802	10309
2189	4804	10307
2190	4806	10304
2191	4809	10302
2192	4811	10300
2193	4814	10300
2194	4818	10301
2195	4820	10299
2196	4822	10296
2197	4825	10295
2198	4827	10293
2199	4830	10292
2200	4833	10292
2201	4835	10289
2202	4837	10287
2203	4839	10285
2204	4842	10284
2205	4845	10283
2206	4847	10281
2207	4849	10279
2208	4851	10276
2209	4853	10274
2210	4856	10272
2211	4858	10269
2212	4861	10269
2213	4864	10269
2214	4866	10266
2215	4868	10265
2216	4871	10263
2217	4874	10263
2218	4877	10261
2219	4879	10260
2220	4881	10258
2221	4883	10255
2222	4885	10253
2223	4888	10250
2224	4890	10248
2225	4892	10247
2226	4895	10246
2227	4897	10244
2228	4900	10242
2229	4902	10239
2230	4904	10238
2231	4908	10238
2232	4911	10237
2233	4913	10235
2234	4915	10232
2235	4917	10230
2236	4920	10229
2237	4922	10226
2238	4924	10225
2239	4926	10223
2240	4929	10221
2241	4931	10220
2242	4933	10217
2243	4936	10215
2244	4938	10213
2245	4940	10211
2246	4942	10208
2247	4944	10206
2248	4946	10203
2249	4948	10201
2250	4952	10201
2251	4955	10200
2252	4957	10197
2253	4959	10195
2254	4961	10193
2255	4963	10191
2256	4966	10190
2257	4968	10188
2258	4971	10186
2259	4973	10184
2260	4975	10181
2261	4977	10180
2262	4980	10178
2263	4982	10175
2264	4984	10173
2265	4986	10171
2266	4988	10168
2267	4990	10165
2268	4992	10163
2269	4994	10161
2270	4996	10158
2271	4999	10157
2272	5001	10155
2273	5003	10152
2274	5005	10150
2275	5008	10148
2276	5010	10145
2277	5011	10142
2278	5013	10139
2279	5015	10137
2280	5018	10136
2281	5020	10134
2282	5023	10132
2283	5025	10129
2284	5027	10127
2285	5029	10124
2286	5032	10124
2287	5034	10122
2288	5036	10119
2289	5038	10117
2290	5040	10114
2291	5043	10112
2292	5045	10109
2293	5047	10109
2294	5050	10107
2295	5052	10104
2296	5054	10101
2297	5056	10099
2298	5058	10097
2299	5060	10095
2300	5062	10092
2301	5065	10090
2302	5067	10088
2303	5069	10085
2304	5071	10082
2305	5073	10081
2306	5075	10078
2307	5077	10076
2308	5080	10075
2309	5082	10073
2310	5084	10070
2311	5086	10067
2312	5088	10064
2313	5090	10061
2314	5093	10061
2315	5096	10060
2316	5098	10058
2317	5101	10057
2318	5103	10054
2319	5105	10051
2320	5107	10048
2321	5109	10047
2322	5111	10044
2323	5113	10042
2324	5115	10039
2325	5117	10036
2326	5118	10033
2327	5120	10030
2328	5123	10028
2329	5126	10028
2330	5128	10025
2331	5130	10023
2332	5132	10021
2333	5134	10018
2334	5136	10015
2335	5138	10013
2336	5141	10012
2337	5146	10015
2338	5151	10018
2339	5156	10021
2340	5159	10021
2341	5162	10020
2342	5164	10018
2343	5167	10017
2344	5172	10020
2345	5175	10019
2346	5177	10018
2347	5180	10016
2348	5182	10014
2349	5187	10016
2350	5189	10015
2351	5192	10013
2352	5194	10010
2353	5196	10008
2354	5197	10005
2355	5203	10009
2356	5206	10009
2357	5208	10007
2358	5211	10005
2359	5213	10003
2360	5216	10002
2361	5219	10001
2362	5221	9998
2363	5223	9996
2364	5225	9994
2365	5228	9992
2366	5230	9989
2367	5232	9987
2368	5234	9984
2369	5237	9983
2370	5239	9982
2371	5241	9979
2372	5243	9976
2373	5245	9973
2374	5248	9973
2375	5250	9971
2376	5252	9968
2377	5254	9965
2378	5256	9963
2379	5258	9960
2380	5261	9959
2381	5263	9957
2382	5265	9955
2383	5268	9952
2384	5270	9951
2385	5272	9949
2386	5275	9947
2387	5279	9948
2388	5281	9946
2389	5284	9944
2390	5286	9942
2391	5288	9940
2392	5290	9938
2393	5294	9938
2394	5296	9936
2395	5298	9934
2396	5301	9932
2397	5303	9929
2398	5305	9927
2399	5308	9927
2400	5311	9926
2401	5313	9924
2402	5315	9921
2403	5318	9919
2404	5320	9917
2405	5323	9917
2406	5325	9914
2407	5328	9913
2408	5330	9910
2409	5332	9907
2410	5334	9905
2411	5336	9902
2412	5338	9901
2413	5341	9898
2414	5342	9896
2415	5345	9894
2416	5347	9891
2417	5349	9888
2418	5350	9885
2419	5353	9884
2420	5356	9882
2421	5358	9879
2422	5360	9878
2423	5362	9875
2424	5364	9873
2425	5366	9870
2426	5370	9870
2427	5372	9868
2428	5374	9865
2429	5375	9862
2430	5377	9859
2431	5379	9856
2432	5381	9853
2433	5383	9851
2434	5387	9852
2435	5389	9849
2436	5391	9847
2437	5393	9844
2438	5395	9841
2439	5398	9841
2440	5403	9843
2441	5404	9840
2442	5406	9837
2443	5408	9834
2444	5410	9832
2445	5412	9829
2446	5415	9829
2447	5418	9827
2448	5420	9825
2449	5423	9823
2450	5425	9822
2451	5429	9821
2452	5434	9825
2453	5437	9823
2454	5439	9822
2455	5441	9820
2456	5444	9818
2457	5448	9819
2458	5450	9816
2459	5452	9815
2460	5455	9814
2461	5459	9813
2462	5463	9816
2463	5465	9813
2464	5469	9813
2465	5471	9811
2466	5477	9815
2467	5480	9815
2468	5483	9813
2469	5485	9812
2470	5488	9810
2471	5491	9810
2472	5494	9809
2473	5497	9808
2474	5500	9808
2475	5503	9806
2476	5506	9806
2477	5509	9804
2478	5513	9805
2479	5516	9804
2480	5519	9803
2481	5523	9805
2482	5525	9803
2483	5527	9800
2484	5530	9798
2485	5531	9795
2486	5534	9793
2487	5536	9791
2488	5538	9788
2489	5540	9786
2490	5542	9784
2491	5544	9781
2492	5546	9778
2493	5548	9775
2494	5551	9775
2495	5554	9773
2496	5556	9770
2497	5558	9768
2498	5560	9766
2499	5562	9764
2500	5564	9761
2501	5567	9760
2502	5570	9758
2503	5572	9755
2504	5574	9753
2505	5576	9751
2506	5578	9748
2507	5582	9748
2508	5584	9746
2509	5586	9744
2510	5588	9741
2511	5591	9740
2512	5593	9737
2513	5595	9735
2514	5598	9734
2515	5600	9732
2516	5602	9729
2517	5604	9727
2518	5606	9724
2519	5608	9721
2520	5611	9719
2521	5614	9719
2522	5616	9717
2523	5618	9714
2524	5620	9712
2525	5622	9709
2526	5624	9707
2527	5628	9707
2528	5630	9705
2529	5633	9703
2530	5635	9700
2531	5637	9697
2532	5640	9697
2533	5644	9698
2534	5646	9696
2535	5648	9693
2536	5650	9690
2537	5652	9688
2538	5654	9686
2539	5657	9684
2540	5659	9682
2541	5662	9680
2542	5664	9677
2543	5666	9675
2544	5668	9672
2545	5670	9670
2546	5673	9669
2547	5675	9667
2548	5677	9664
2549	5679	9662
2550	5681	9659
2551	5683	9657
2552	5685	9654
2553	5688	9653
2554	5690	9650
2555	5693	9648
2556	5695	9647
2557	5697	9645
2558	5699	9642
2559	5701	9639
2560	5704	9637
2561	5706	9635
2562	5708	9632
2563	5710	9629
2564	5712	9626
2565	5713	9624
2566	5715	9621
2567	5717	9618
2568	5720	9616
2569	5721	9613
2570	5724	9611
2571	5726	9609
2572	5728	9606
2573	5729	9603
2574	5731	9600
2575	5733	9596
2576	5735	9594
2577	5737	9591
2578	5738	9588
2579	5740	9585
2580	5742	9582
2581	5744	9580
2582	5746	9577
2583	5748	9574
2584	5750	9573
2585	5752	9570
2586	5754	9567
2587	5757	9565
2588	5759	9562
2589	5760	9559
2590	5762	9557
2591	5764	9554
2592	5767	9552
2593	5769	9549
2594	5771	9548
2595	5773	9545
2596	5775	9543
2597	5777	9540
2598	5779	9537
2599	5781	9535
2600	5783	9532
2601	5786	9530
2602	5787	9527
2603	5789	9525
2604	5792	9522
2605	5793	9520
2606	5795	9517
2607	5797	9514
2608	5799	9511
2609	5801	9509
2610	5803	9506
2611	5805	9503
2612	5807	9500
2613	5809	9499
2614	5812	9498
2615	5814	9495
2616	5816	9492
2617	5818	9489
2618	5819	9486
2619	5822	9485
2620	5825	9483
2621	5827	9480
2622	5829	9479
2623	5831	9476
2624	5833	9473
2625	5835	9471
2626	5837	9468
2627	5839	9465
2628	5840	9462
2629	5842	9459
2630	5845	9458
2631	5848	9457
2632	5850	9454
2633	5854	9455
2634	5859	9457
2635	5862	9457
2636	5865	9455
2637	5868	9453
2638	5870	9452
2639	5875	9454
2640	5878	9452
2641	5880	9450
2642	5882	9447
2643	5884	9444
2644	5886	9443
2645	5889	9442
2646	5892	9441
2647	5895	9439
2648	5897	9437
2649	5899	9435
2650	5901	9432
2651	5903	9430
2652	5906	9428
2653	5909	9426
2654	5911	9424
2655	5913	9421
2656	5914	9418
2657	5917	9417
2658	5920	9416
2659	5922	9413
2660	5924	9411
2661	5926	9408
2662	5929	9407
2663	5931	9404
2664	5933	9402
2665	5937	9403
2666	5939	9400
2667	5941	9397
2668	5943	9395
2669	5945	9392
2670	5947	9389
2671	5949	9387
2672	5952	9385
2673	5954	9383
2674	5956	9381
2675	5958	9378
2676	5960	9375
2677	5961	9372
2678	5963	9369
2679	5965	9367
2680	5967	9364
2681	5969	9362
2682	5971	9359
2683	5973	9357
2684	5976	9354
2685	5977	9351
2686	5979	9349
2687	5982	9347
2688	5984	9345
2689	5986	9342
2690	5988	9339
2691	5990	9336
2692	5991	9333
2693	5993	9331
2694	5996	9329
2695	5999	9327
2696	6001	9325
2697	6002	9322
2698	6004	9319
2699	6006	9317
2700	6008	9314
2701	6010	9311
2702	6012	9309
2703	6014	9306
2704	6016	9303
2705	6018	9301
2706	6020	9298
2707	6022	9296
2708	6024	9293
2709	6026	9291
2710	6030	9291
2711	6032	9288
2712	6034	9286
2713	6036	9284
2714	6039	9282
2715	6040	9279
2716	6043	9277
2717	6045	9274
2718	6047	9272
2719	6049	9269
2720	6051	9267
2721	6054	9265
2722	6057	9264
2723	6062	9267
2724	6065	9265
2725	6068	9265
2726	6076	9272
2727	6079	9270
2728	6082	9269
2729	6085	9268
2730	6088	9267
2731	6091	9266
2732	6094	9264
2733	6097	9263
2734	6100	9262
2735	6102	9260
2736	6104	9258
2737	6106	9256
2738	6114	9261
2739	6117	9260
2740	6120	9260
2741	6122	9257
2742	6124	9255
2743	6126	9252
2744	6128	9250
2745	6132	9250
2746	6135	9248
2747	6137	9246
2748	6139	9243
2749	6141	9241
2750	6143	9239
2751	6145	9236
2752	6147	9233
2753	6149	9230
2754	6151	9228
2755	6153	9226
2756	6155	9223
2757	6157	9220
2758	6159	9217
2759	6161	9215
2760	6163	9213
2761	6166	9211
2762	6168	9209
2763	6171	9208
2764	6173	9205
2765	6175	9203
2766	6178	9201
2767	6180	9199
2768	6183	9197
2769	6185	9196
2770	6187	9193
2771	6189	9190
2772	6192	9189
2773	6194	9187
2774	6198	9186
2775	6200	9184
2776	6202	9181
2777	6204	9179
2778	6206	9177
2779	6208	9174
2780	6210	9172
2781	6214	9171
2782	6217	9170
2783	6219	9167
2784	6221	9166
2785	6223	9163
2786	6225	9161
2787	6228	9159
2788	6230	9156
2789	6232	9153
2790	6234	9151
2791	6237	9150
2792	6239	9148
2793	6241	9146
2794	6243	9143
2795	6245	9140
2796	6248	9138
2797	6250	9136
2798	6252	9133
2799	6254	9131
2800	6256	9128
2801	6258	9126
2802	6261	9125
2803	6263	9122
2804	6265	9119
2805	6267	9117
2806	6269	9115
2807	6272	9113
2808	6274	9111
2809	6276	9108
2810	6278	9105
2811	6280	9103
2812	6281	9100
2813	6283	9097
2814	6285	9094
2815	6287	9091
2816	6290	9090
2817	6292	9088
2818	6294	9085
2819	6296	9083
2820	6298	9080
2821	6300	9078
2822	6302	9075
2823	6304	9073
2824	6307	9072
2825	6309	9069
2826	6311	9067
2827	6313	9064
2828	6316	9062
2829	6318	9059
2830	6320	9057
2831	6323	9056
2832	6325	9053
2833	6327	9051
2834	6329	9048
2835	6331	9046
2836	6333	9043
2837	6335	9041
2838	6337	9039
2839	6339	9036
2840	6341	9033
2841	6343	9031
2842	6346	9029
2843	6347	9026
2844	6349	9023
2845	6352	9021
2846	6354	9019
2847	6356	9017
2848	6359	9015
2849	6361	9012
2850	6363	9010
2851	6365	9007
2852	6366	9004
2853	6368	9002
2854	6371	9000
2855	6373	8997
2856	6375	8995
2857	6377	8992
2858	6378	8989
2859	6381	8987
2860	6382	8984
2861	6384	8981
2862	6387	8979
2863	6389	8977
2864	6391	8974
2865	6393	8971
2866	6394	8969
2867	6396	8966
2868	6398	8963
2869	6400	8961
2870	6403	8959
2871	6405	8956
2872	6407	8954
2873	6409	8951
2874	6411	8948
2875	6413	8947
2876	6416	8945
2877	6418	8943
2878	6420	8940
2879	6422	8937
2880	6425	8936
2881	6427	8933
2882	6429	8931
2883	6432	8930
2884	6434	8928
2885	6436	8925
2886	6438	8923
2887	6440	8920
2888	6443	8918
2889	6445	8916
2890	6447	8913
2891	6449	8910
2892	6450	8908
2893	6452	8905
2894	6455	8903
2895	6457	8900
2896	6458	8897
2897	6460	8895
2898	6462	8892
2899	6464	8890
2900	6466	8887
2901	6468	8884
2902	6469	8881
2903	6471	8877
2904	6473	8875
2905	6475	8872
2906	6477	8870
2907	6479	8867
2908	6481	8865
2909	6483	8862
2910	6485	8860
2911	6487	8858
2912	6489	8855
2913	6491	8852
2914	6493	8849
2915	6495	8848
2916	6497	8845
2917	6499	8842
2918	6501	8840
2919	6503	8837
2920	6505	8835
2921	6507	8832
2922	6509	8830
2923	6511	8827
2924	6513	8825
2925	6515	8822
2926	6516	8819
2927	6518	8816
2928	6520	8813
2929	6522	8811
2930	6524	8808
2931	6526	8805
2932	6527	8802
2933	6529	8799
2934	6531	8796
2935	6533	8793
2936	6534	8790
2937	6536	8788
2938	6539	8786
2939	6541	8784
2940	6543	8781
2941	6545	8778
2942	6547	8776
2943	6548	8773
2944	6550	8770
2945	6553	8769
2946	6555	8766
2947	6557	8764
2948	6559	8761
2949	6561	8758
2950	6563	8755
2951	6564	8753
2952	6567	8751
2953	6569	8748
2954	6570	8745
2955	6572	8742
2956	6574	8739
2957	6576	8737
2958	6578	8734
2959	6579	8731
2960	6581	8728
2961	6583	8726
2962	6585	8723
2963	6587	8720
2964	6589	8717
2965	6590	8715
2966	6592	8712
2967	6594	8710
2968	6597	8708
2969	6599	8705
2970	6601	8703
2971	6603	8701
2972	6605	8698
2973	6607	8696
2974	6609	8693
2975	6611	8690
2976	6615	8690
2977	6617	8688
2978	6619	8686
2979	6621	8683
2980	6623	8680
2981	6626	8679
2982	6631	8680
2983	6633	8679
2984	6636	8676
2985	6638	8674
2986	6640	8672
2987	6642	8669
2988	6645	8668
2989	6647	8666
2990	6650	8664
2991	6652	8662
2992	6654	8659
2993	6656	8657
2994	6658	8654
2995	6660	8652
2996	6663	8651
2997	6665	8648
2998	6667	8646
2999	6669	8644
3000	6671	8641
3001	6674	8640
3002	6676	8637
3003	6678	8635
3004	6680	8632
3005	6682	8629
3006	6684	8627
3007	6686	8624
3008	6688	8622
3009	6690	8619
3010	6692	8617
3011	6694	8614
3012	6696	8612
3013	6698	8609
3014	6700	8607
3015	6702	8604
3016	6703	8601
3017	6705	8598
3018	6707	8596
3019	6709	8593
3020	6711	8590
3021	6713	8588
3022	6715	8586
3023	6718	8584
3024	6720	8582
3025	6722	8579
3026	6724	8577
3027	6726	8574
3028	6728	8572
3029	6730	8569
3030	6732	8566
3031	6734	8564
3032	6735	8561
3033	6737	8559
3034	6741	8557
3035	6743	8555
3036	6744	8552
3037	6746	8550
3038	6748	8547
3039	6750	8544
3040	6752	8542
3041	6754	8540
3042	6756	8537
3043	6758	8534
3044	6760	8531
3045	6761	8528
3046	6763	8526
3047	6765	8523
3048	6767	8520
3049	6769	8518
3050	6771	8515
3051	6773	8513
3052	6774	8510
3053	6777	8507
3054	6778	8505
3055	6780	8502
3056	6782	8499
3057	6784	8496
3058	6786	8494
3059	6788	8492
3060	6790	8490
3061	6793	8488
3062	6795	8485
3063	6796	8482
3064	6798	8480
3065	6802	8479
3066	6804	8477
3067	6807	8476
3068	6810	8474
3069	6813	8473
3070	6815	8471
3071	6817	8468
3072	6819	8465
3073	6821	8463
3074	6823	8461
3075	6827	8460
3076	6829	8459
3077	6832	8457
3078	6838	8460
3079	6841	8458
3080	6845	8458
3081	6848	8457
3082	6852	8457
3083	6854	8454
3084	6856	8452
3085	6859	8450
3086	6862	8449
3087	6864	8447
3088	6867	8446
3089	6870	8444
3090	6872	8441
3091	6876	8441
3092	6881	8443
3093	6883	8441
3094	6886	8439
3095	6889	8438
3096	6892	8437
3097	6894	8435
3098	6897	8432
3099	6899	8430
3100	6901	8428
3101	6904	8426
3102	6906	8424
3103	6912	8426
3104	6914	8424
3105	6917	8422
3106	6920	8421
3107	6922	8419
3108	6924	8416
3109	6926	8414
3110	6928	8412
3111	6930	8409
3112	6933	8407
3113	6936	8406
3114	6939	8405
3115	6941	8403
3116	6944	8401
3117	6946	8399
3118	6949	8397
3119	6955	8399
3120	6957	8397
3121	6959	8395
3122	6961	8392
3123	6963	8390
3124	6966	8388
3125	6969	8386
3126	6971	8384
3127	6973	8382
3128	6977	8382
3129	6980	8381
3130	6984	8381
3131	6988	8380
3132	6990	8378
3133	6992	8376
3134	6995	8374
3135	6998	8373
3136	7001	8371
3137	7005	8372
3138	7009	8371
3139	7015	8373
3140	7017	8371
3141	7019	8368
3142	7021	8366
3143	7024	8365
3144	7027	8363
3145	7029	8361
3146	7031	8359
3147	7034	8357
3148	7036	8354
3149	7041	8356
3150	7044	8354
3151	7046	8352
3152	7049	8350
3153	7052	8349
3154	7058	8351
3155	7062	8350
3156	7065	8349
3157	7070	8351
3158	7073	8349
3159	7076	8348
3160	7078	8346
3161	7082	8345
3162	7086	8345
3163	7089	8343
3164	7092	8342
3165	7095	8341
3166	7098	8339
3167	7108	8346
3168	7111	8345
3169	7116	8346
3170	7120	8346
3171	7122	8344
3172	7125	8342
3173	7129	8342
3174	7133	8342
3175	7136	8341
3176	7139	8339
3177	7142	8338
3178	7145	8337
3179	7149	8336
3180	7151	8333
3181	7153	8330
3182	7155	8328
3183	7157	8325
3184	7158	8323
3185	7161	8321
3186	7164	8319
3187	7165	8316
3188	7168	8314
3189	7170	8311
3190	7172	8309
3191	7174	8307
3192	7177	8306
3193	7179	8303
3194	7181	8300
3195	7183	8297
3196	7185	8295
3197	7186	8292
3198	7189	8290
3199	7192	8289
3200	7194	8286
3201	7196	8284
3202	7198	8281
3203	7200	8278
3204	7201	8276
3205	7203	8273
3206	7205	8270
3207	7207	8267
3208	7209	8265
3209	7211	8262
3210	7213	8260
3211	7215	8257
3212	7217	8255
3213	7219	8252
3214	7221	8250
3215	7223	8247
3216	7225	8244
3217	7227	8242
3218	7229	8239
3219	7231	8237
3220	7233	8235
3221	7235	8232
3222	7237	8230
3223	7239	8227
3224	7241	8225
3225	7244	8223
3226	7246	8221
3227	7249	8219
3228	7252	8218
3229	7254	8215
3230	7256	8213
3231	7259	8212
3232	7261	8209
3233	7264	8207
3234	7266	8205
3235	7268	8202
3236	7269	8199
3237	7272	8198
3238	7274	8195
3239	7276	8193
3240	7278	8190
3241	7280	8188
3242	7282	8185
3243	7285	8183
3244	7287	8181
3245	7289	8179
3246	7291	8176
3247	7293	8173
3248	7295	8171
3249	7297	8168
3250	7299	8166
3251	7301	8163
3252	7303	8161
3253	7305	8158
3254	7307	8156
3255	7309	8153
3256	7311	8150
3257	7312	8147
3258	7314	8145
3259	7317	8143
3260	7320	8141
3261	7322	8139
3262	7324	8136
3263	7326	8134
3264	7328	8131
3265	7330	8129
3266	7332	8126
3267	7334	8124
3268	7336	8122
3269	7338	8119
3270	7340	8117
3271	7342	8114
3272	7345	8113
